name,id,nametype,recclass,fall,year,reclat,reclong,mass (Kg)
Hammadah al Hamra 341,53619,Valid,OC,Found,2001,29.31083,11.6025,1.53
Hammadah al Hamra 337,32786,Valid,CC,Found,2001,29.48333,12.12333,0.198
Frontier Mountain 01046,10229,Valid,OC,Found,2001,-72.98944,160.40278,0.0050999999999999995
Dhofar 323,7106,Valid,OC,Found,2001,18.21833,54.10667,0.688
Dhofar 679,7436,Valid,OC,Found,2001,19.27163,54.66957,1.653
Frontier Mountain 01045,10228,Valid,OC,Found,2001,-72.98917,160.40528,0.0089
Frontier Mountain 01044,10227,Valid,OC,Found,2001,-72.98917,160.40528,0.026600000000000002
Frontier Mountain 01043,10226,Valid,OC,Found,2001,-72.98833,160.40694,0.0007
Dhofar 321,7104,Valid,OC,Found,2001,18.34833,54.28667,0.594
Verkhnyi Saltov,31352,Valid,MIM,Found,2001,50.11112,36.8001,9.53
Hammadah al Hamra 323,11806,Valid,OC,Found,2001,29.1825,12.26183,0.358
Frontier Mountain 01055,10238,Valid,OC,Found,2001,-72.95333,160.45806,0.014
Frontier Mountain 01099,10282,Valid,OC,Found,2001,-72.95167,160.51167,0.0037
Dhofar 466,30425,Valid,OC,Found,2001,18.2469,53.9962,0.0692
Dhofar 468,30427,Valid,OC,Found,2001,18.2565,53.99208,0.0189
Frontier Mountain 01066,10249,Valid,OC,Found,2001,-72.98861,160.40722,0.0056
Frontier Mountain 01065,10248,Valid,OC,Found,2001,-72.98806,160.40833,0.0017
Frontier Mountain 01064,10247,Valid,OC,Found,2001,-72.98806,160.40833,0.0012
Frontier Mountain 01063,10246,Valid,OC,Found,2001,-72.98778,160.40861,0.0007
Frontier Mountain 01062,10245,Valid,OC,Found,2001,-72.98778,160.40944,0.013300000000000001
Frontier Mountain 01061,10244,Valid,OC,Found,2001,-72.99,160.40722,0.0040999999999999995
Dhofar 477,7238,Valid,OC,Found,2001,19.18556,54.88417,3.796
Dhofar 677,7434,Valid,OC,Found,2001,19.22398,54.63223,0.533
Dhofar 476,7237,Valid,OC,Found,2001,19.11023,54.88528,0.16
Frontier Mountain 01060,10243,Valid,OC,Found,2001,-72.98944,160.40444,0.0018
Frontier Mountain 01059,10242,Valid,OC,Found,2001,-72.98889,160.40611,0.0054
Frontier Mountain 01058,10241,Valid,OC,Found,2001,-72.98889,160.40583,0.0013
Dhofar 475,7236,Valid,OC,Found,2001,19.1025,54.80111,0.55
Dhofar 678,7435,Valid,OC,Found,2001,19.2663,54.6714,0.698
Dhofar 474,7235,Valid,OC,Found,2001,19.16778,54.76806,0.747
Dhofar 473,7234,Valid,OC,Found,2001,19.17597,54.76417,0.145
Frontier Mountain 01057,10240,Valid,OC,Found,2001,-72.98861,160.40639,0.0152
Horh Uul,11909,Valid,MIM,Found,2001,43.25,104.16667,44.0
Dhofar 472,7233,Valid,OC,Found,2001,19.15056,54.73556,0.0571
Frontier Mountain 01056,10239,Valid,OC,Found,2001,-72.98806,160.40611,0.0008
Dhofar 471,7232,Valid,OC,Found,2001,19.25557,54.83583,0.158
Dhofar 470,7231,Valid,OC,Found,2001,19.05083,54.70167,1.28
Dhofar 469,7230,Valid,OC,Found,2001,19.2409,54.93694,0.309
Dhofar 467,30426,Valid,OC,Found,2001,18.25377,54.00077,0.0362
Hammadah al Hamra 322,11805,Valid,OC,Found,2001,29.08933,12.427,0.152
Jiddat al Harasis 069,12131,Valid,OC,Found,2001,19.34585,56.16567,0.25095
Jiddat al Harasis 071,12133,Valid,OC,Found,2001,19.33327,56.1749,0.41513
Frontier Mountain 01140,10322,Valid,OC,Found,2001,-72.9775,160.51083,0.038200000000000005
Frontier Mountain 01139,10321,Valid,OC,Found,2001,-72.99472,160.39972,0.0022
Frontier Mountain 01138,10320,Valid,OC,Found,2001,-72.99472,160.39972,0.004200000000000001
Frontier Mountain 01137,10319,Valid,OC,Found,2001,-72.99222,160.39611,0.019600000000000003
Frontier Mountain 01136,10318,Valid,OC,Found,2001,-72.99361,160.41389,0.0024
Frontier Mountain 01135,10317,Valid,OC,Found,2001,-72.9925,160.40167,0.0019
Frontier Mountain 01134,10316,Valid,OC,Found,2001,-72.99222,160.4,0.0182
Frontier Mountain 01132,10315,Valid,OC,Found,2001,-72.9925,160.4,0.0046
Frontier Mountain 01131,10314,Valid,OC,Found,2001,-72.99222,160.39972,0.002
Frontier Mountain 01130,10313,Valid,OC,Found,2001,-72.99222,160.39972,0.0036
Frontier Mountain 01141,10323,Valid,OC,Found,2001,-72.99222,160.40028,0.013900000000000001
Frontier Mountain 01129,10312,Valid,OC,Found,2001,-72.95306,160.45667,0.0003
Frontier Mountain 01127,10310,Valid,OC,Found,2001,-72.95194,160.45944,0.0029
Frontier Mountain 01126,10309,Valid,OC,Found,2001,-72.95167,160.46306,0.0013
Frontier Mountain 01125,10308,Valid,OC,Found,2001,-72.95194,160.46722,0.0003
Frontier Mountain 01124,10307,Valid,OC,Found,2001,-72.9525,160.465,0.0032
Shişr 005,23543,Valid,OC,Found,2001,18.46617,53.83417,0.4456
Frontier Mountain 01123,10306,Valid,OC,Found,2001,-72.95167,160.46306,0.0007
Frontier Mountain 01122,10305,Valid,OC,Found,2001,-72.95194,160.46361,0.0035
Frontier Mountain 01121,10304,Valid,OC,Found,2001,-72.95222,160.4625,0.0050999999999999995
Frontier Mountain 01120,10303,Valid,OC,Found,2001,-72.99194,160.40028,0.0005
Frontier Mountain 01119,10302,Valid,OC,Found,2001,-72.99194,160.4,0.0072
Frontier Mountain 01128,10311,Valid,OC,Found,2001,-72.95222,160.45917,0.0008
Frontier Mountain 01142,10324,Valid,OC,Found,2001,-72.99222,160.4,0.0008
Frontier Mountain 01143,10325,Valid,OC,Found,2001,-72.99222,160.4,0.0014
Frontier Mountain 01144,10326,Valid,OC,Found,2001,-72.99306,160.40028,0.008400000000000001
Frontier Mountain 01155,10337,Valid,OC,Found,2001,-72.98833,160.40139,0.0003
Dhofar 540,7301,Valid,EC,Found,2001,18.56,54.105,0.104
Frontier Mountain 01154,10336,Valid,OC,Found,2001,-72.98833,160.40139,0.0089
Frontier Mountain 01153,10335,Valid,OC,Found,2001,-72.98833,160.40139,0.0067
Dhofar 539,7300,Valid,OC,Found,2001,18.18833,54.16667,0.102
Dhofar 537,7298,Valid,OC,Found,2001,18.89833,54.705,0.014
Dhofar 536,7297,Valid,OC,Found,2001,18.31667,54.14833,0.005
Frontier Mountain 01152,10334,Valid,OC,Found,2001,-72.98806,160.39917,0.0015
Dhofar 534,7295,Valid,OC,Found,2001,19.19667,54.70333,0.173
Frontier Mountain 01151,10333,Valid,OC,Found,2001,-72.98778,160.40083,0.0036
Frontier Mountain 01150,10332,Valid,OC,Found,2001,-72.95972,160.64889,0.011
Frontier Mountain 01149,10331,Valid,OC,Found,2001,-72.98833,160.34667,0.0015
Dhofar 532,7293,Valid,OC,Found,2001,18.42,54.24667,0.086
Frontier Mountain 01148,10330,Valid,OC,Found,2001,-72.93417,160.64861,0.0033
Frontier Mountain 01147,10329,Valid,AA,Found,2001,-72.97361,160.33806,0.0005
Frontier Mountain 01146,10328,Valid,OC,Found,2001,-72.99278,160.40694,0.001
Dhofar 531,7292,Valid,OC,Found,2001,18.43333,54.10833,0.258
Shişr 004,23542,Valid,OC,Found,2001,18.58433,53.91367,0.3257
Frontier Mountain 01145,10327,Valid,OC,Found,2001,-72.99306,160.40056,0.0123
Dhofar 530,7291,Valid,OC,Found,2001,18.37,54.23333,0.24
Dhofar 529,7290,Valid,OC,Found,2001,18.37333,54.13,0.368
Dhofar 528,7289,Valid,OC,Found,2001,18.36667,54.15167,0.374
Dhofar 527,7288,Valid,OC,Found,2001,18.27667,54.135,0.172
Frontier Mountain 01118,10301,Valid,OC,Found,2001,-72.99083,160.40444,0.0047
Frontier Mountain 01117,10300,Valid,OC,Found,2001,-72.97056,160.52306,0.0112
Dhofar 350,7133,Valid,OC,Found,2001,18.82167,54.22667,0.112
Dhofar 349,7132,Valid,OC,Found,2001,18.455,54.28,0.412
Frontier Mountain 01104,10287,Valid,OC,Found,2001,-72.95167,160.51111,0.013900000000000001
Frontier Mountain 01103,10286,Valid,OC,Found,2001,-72.95417,160.41306,0.002
Frontier Mountain 01102,10285,Valid,OC,Found,2001,-72.95222,160.46139,0.0174
Frontier Mountain 01101,10284,Valid,OC,Found,2001,-72.95194,160.46056,0.0022
Dhofar 490,7251,Valid,OC,Found,2001,18.71667,54.45,0.03405
Dhofar 489,7250,Valid,OC,Found,2001,19.41667,54.58333,0.0344
Dhofar 488,7249,Valid,OC,Found,2001,19.10618,55.04583,0.652
Dhofar 487,7248,Valid,OC,Found,2001,19.15194,54.76667,3.549
Dhofar 486,7247,Valid,OC,Found,2001,19.11102,54.92111,0.855
Dhofar 485,7246,Valid,AA,Found,2001,19.10083,54.78361,1.558
Dhofar 484,7245,Valid,OC,Found,2001,19.11045,54.87389,0.383
Dhofar 483,7244,Valid,OC,Found,2001,19.10167,54.81806,0.817
Dhofar 482,7243,Valid,OC,Found,2001,19.15083,54.68333,0.38
Dhofar 481,7242,Valid,OC,Found,2001,19.16585,54.75222,0.12
Dhofar 480,7241,Valid,AA,Found,2001,19.13828,54.89889,0.101
Frontier Mountain 01100,10283,Valid,OC,Found,2001,-72.95167,160.51167,0.011300000000000001
Dhofar 479,7240,Valid,OC,Found,2001,19.20111,54.65194,2.512
Dhofar 478,7239,Valid,OC,Found,2001,19.16861,54.61667,2.683
Jiddat al Harasis 318,45844,Valid,OC,Found,2001,19.41865,55.57452,0.1031
Jiddat al Harasis 317,45843,Valid,OC,Found,2001,19.36312,55.55723,21.472
Jiddat al Harasis 316,45842,Valid,OC,Found,2001,19.34918,55.5543,0.1662
Jiddat al Harasis 124,34534,Valid,OC,Found,2001,19.8,54.8,1.414
Jiddat al Harasis 072,12134,Valid,OC,Found,2001,19.34508,56.33313,0.25451
Frontier Mountain 01105,10288,Valid,OC,Found,2001,-72.95028,160.51194,0.0025
Jiddat al Harasis 070,12132,Valid,OC,Found,2001,19.3467,56.14912,0.07984000000000001
Frontier Mountain 01106,10289,Valid,OC,Found,2001,-72.95194,160.50833,0.0095
Frontier Mountain 01108,10291,Valid,OC,Found,2001,-72.95278,160.46528,0.011699999999999999
Dhofar 348,7131,Valid,OC,Found,2001,18.48333,54.325,0.419
Dhofar 347,7130,Valid,OC,Found,2001,18.57333,54.45667,0.062
Dhofar 346,7129,Valid,OC,Found,2001,18.915,54.6,1.345
Frontier Mountain 01116,10299,Valid,OC,Found,2001,-72.99444,160.40056,0.0046
Dhofar 344,7127,Valid,OC,Found,2001,18.44333,54.21667,0.076
Dhofar 343,7126,Valid,OC,Found,2001,18.345,54.19667,0.062
Dhofar 342,7125,Valid,OC,Found,2001,18.32833,54.035,0.058
Frontier Mountain 01115,10298,Valid,OC,Found,2001,-72.95278,160.52056,0.0034
Frontier Mountain 01114,10297,Valid,OC,Found,2001,-72.95194,160.45917,0.0003
Dhofar 339,7122,Valid,OC,Found,2001,18.64,54.56,0.094
Dhofar 338,7121,Valid,OC,Found,2001,18.76167,54.70333,1.14
Dhofar 337,7120,Valid,OC,Found,2001,18.72667,54.675,0.58
Frontier Mountain 01113,10296,Valid,OC,Found,2001,-72.95417,160.46222,0.0312
Dhofar 499,7260,Valid,OC,Found,2001,19.02833,54.54833,0.087
Frontier Mountain 01112,10295,Valid,OC,Found,2001,-72.95306,160.49861,0.037
Frontier Mountain 01111,10294,Valid,OC,Found,2001,-72.95167,160.51167,0.005
Frontier Mountain 01110,10293,Valid,OC,Found,2001,-72.95222,160.4625,0.0008
Dhofar 495,7256,Valid,OC,Found,2001,19.15833,54.575,3.184
Dhofar 494,7255,Valid,OC,Found,2001,19.15,54.58333,0.031
Dhofar 493,7254,Valid,OC,Found,2001,19.14667,54.58,0.032
Dhofar 492,7253,Valid,OC,Found,2001,18.71167,54.65333,0.281
Dhofar 491,7252,Valid,OC,Found,2001,18.58667,54.39667,0.31
Frontier Mountain 01109,10292,Valid,OC,Found,2001,-72.95278,160.46361,0.0047
Frontier Mountain 01107,10290,Valid,OC,Found,2001,-72.95222,160.50611,0.0092
Frontier Mountain 01156,10338,Valid,OC,Found,2001,-72.98944,160.40222,0.0001
Hammadah al Hamra 321,11804,Valid,OC,Found,2001,29.03617,11.5065,0.1
Hammadah al Hamra 319,11802,Valid,OC,Found,2001,29.1405,11.89617,0.303
Dhofar 682,7439,Valid,OC,Found,2001,19.31245,54.71187,0.116
Frontier Mountain 01001,10185,Valid,OC,Found,2001,-72.95194,160.50056,0.0032
Dhofar 683,7440,Valid,OC,Found,2001,19.30697,54.71355,0.126
Dhofar 684,7441,Valid,OC,Found,2001,19.31268,54.7189,0.405
Dhofar 685,7442,Valid,OC,Found,2001,19.34538,54.73505,0.379
Dhofar 686,7443,Valid,OC,Found,2001,19.3445,54.72835,0.53
Dhofar 687,7444,Valid,OC,Found,2001,19.3415,54.72497,0.945
Dhofar 688,7445,Valid,OC,Found,2001,19.35335,54.7402,0.513
Dhofar 689,7446,Valid,OC,Found,2001,19.37513,54.74853,0.503
Dhofar 690,7447,Valid,OC,Found,2001,19.4118,54.76188,1.769
Dhofar 681,7438,Valid,OC,Found,2001,19.30317,54.6985,0.109
Dhofar 691,7448,Valid,OC,Found,2001,19.40672,54.75822,0.428
Dhofar 693,7450,Valid,OC,Found,2001,19.4212,54.7952,0.101
Dhofar 694,7451,Valid,OC,Found,2001,19.42977,54.80397,0.147
Dhofar 698,33715,Valid,OC,Found,2001,19.187,54.77733,0.268
Dhofar 231,7015,Valid,OC,Found,2001,18.79167,54.57667,1.78
Dhofar 230,7014,Valid,OC,Found,2001,18.99833,54.585,0.144
Dhofar 703,7459,Valid,OC,Found,2001,19.17333,54.875,0.205
Dhofar 228,7012,Valid,OC,Found,2001,19.15,54.58333,3.452
Dhofar 227,7011,Valid,OC,Found,2001,18.99,54.6,0.05
Dhofar 226,7010,Valid,OC,Found,2001,19.11167,54.82833,0.062
Dhofar 225,7009,Valid,CC,Found,2001,18.36,54.18833,0.09
Dhofar 692,7449,Valid,OC,Found,2001,19.41362,54.76867,0.053
Frontier Mountain 01002,10186,Valid,OC,Found,2001,-72.9525,160.50528,0.0136
Frontier Mountain 01003,10187,Valid,OC,Found,2001,-72.95194,160.50806,0.0143
Frontier Mountain 01004,10188,Valid,OC,Found,2001,-72.95167,160.50889,0.0074
Tiffa 007,23997,Valid,OC,Found,2001,20.20117,11.587,9.25
Dhofar 251,7034,Valid,OC,Found,2001,19.3015,54.735,0.0127
Dhofar 250,7033,Valid,OC,Found,2001,19.1225,54.67333,0.5857
Dhofar 249,7032,Valid,OC,Found,2001,18.98667,54.60217,0.0366
Dhofar 248,7031,Valid,OC,Found,2001,18.98583,54.60067,0.038299999999999994
Dhofar 247,7030,Valid,OC,Found,2001,18.98567,54.60083,0.0978
Frontier Mountain 01012,10196,Valid,AA,Found,2001,-72.97111,160.33389,0.0192
Dhofar 246,7029,Valid,OC,Found,2001,18.66933,54.728,0.05
Dhofar 245,7028,Valid,OC,Found,2001,18.663,54.71183,1.0746
Dhofar 244,7027,Valid,OC,Found,2001,18.6305,54.73283,0.17830000000000001
Dhofar 243,7026,Valid,OC,Found,2001,18.62317,54.7285,0.18530000000000002
Dhofar 242,7025,Valid,OC,Found,2001,18.62717,54.75083,0.0584
Dhofar 241,7024,Valid,OC,Found,2001,18.65183,54.77383,0.45180000000000003
Dhofar 240,7023,Valid,OC,Found,2001,19.148,54.77783,0.08259999999999999
Frontier Mountain 01011,10195,Valid,OC,Found,2001,-72.96361,160.53667,0.0116
Frontier Mountain 01010,10194,Valid,OC,Found,2001,-72.9525,160.5075,0.0007
Goronyo,34019,Valid,OC,Found,2001,13.26667,5.4,11.0
Frontier Mountain 01009,10193,Valid,OC,Found,2001,-72.95278,160.51139,0.0067
Frontier Mountain 01008,10192,Valid,OC,Found,2001,-72.95194,160.50944,0.0032
Frontier Mountain 01007,10191,Valid,OC,Found,2001,-72.95194,160.50944,0.0026
Frontier Mountain 01006,10190,Valid,OC,Found,2001,-72.95167,160.50917,0.0056
Frontier Mountain 01005,10189,Valid,OC,Found,2001,-72.95167,160.50889,0.0066
Dhofar 680,7437,Valid,OC,Found,2001,19.2933,54.6873,0.069
Dhofar 224,7008,Valid,OC,Found,2001,19.15833,54.57333,14.974
Dhofar 704,7460,Valid,OC,Found,2001,18.89167,54.58667,0.28
Dhofar 705,7461,Valid,OC,Found,2001,18.81667,54.26167,0.283
Dhofar 706,7462,Valid,OC,Found,2001,19.05333,54.53333,0.255
Stewart Valley 002,55531,Valid,OC,Found,2001,36.20758,-116.16918,0.0289
Stewart Valley 003,55588,Valid,OC,Found,2001,36.21153,-116.16785,0.0068
Stewart Valley 004,55532,Valid,OC,Found,2001,36.25547,-116.18552,0.0589
Stewart Valley 005,55533,Valid,OC,Found,2001,36.22907,-116.17935,0.062
Stewart Valley 006,55534,Valid,OC,Found,2001,36.23728,-116.1722,0.0201
Stewart Valley 007,55535,Valid,OC,Found,2001,36.23722,-116.17242,0.0087
Stewart Valley 008,55536,Valid,OC,Found,2001,36.23743,-116.17223,0.004200000000000001
Dhofar 209,6993,Valid,OC,Found,2001,18.49333,54.25167,0.111
Dhofar 711,7467,Valid,OC,Found,2001,18.49833,54.04333,0.37
Superior Valley 009,23756,Valid,OC,Found,2001,35.23583,-117.044,0.11642
Superior Valley 008,23755,Valid,OC,Found,2001,35.236,-117.044,0.07744
Superior Valley 007,23754,Valid,OC,Found,2001,35.23833,-117.03283,0.06720999999999999
Dhofar 858,7604,Valid,OC,Found,2001,18.22167,54.1,0.088
Superior Valley 006,23753,Valid,OC,Found,2001,35.23883,-117.02667,0.0785
Dhofar 859,7605,Valid,OC,Found,2001,19.17833,54.825,0.0935
Dhofar 861,7607,Valid,OC,Found,2001,19.03167,54.51167,0.182
Dhofar 932,7634,Valid,OC,Found,2001,19.16667,54.87167,0.064
Superior Valley 005,23752,Valid,OC,Found,2001,35.238,-117.0365,0.032920000000000005
Dhofar 211,6995,Valid,OC,Found,2001,18.25667,54.18167,0.255
Superior Valley 004,23751,Valid,OC,Found,2001,35.23533,-117.1005,0.015300000000000001
Dhofar 999,7639,Valid,OC,Found,2001,18.26817,54.15067,0.02089
Diamond Valley,7641,Valid,OC,Found,2001,40.08173,-115.93673,0.44
Superior Valley 003,23750,Valid,OC,Found,2001,35.24742,-117.0999,0.06559999999999999
Stewart Valley 001,55530,Valid,OC,Found,2001,36.2058,-116.17042,0.0756
Tiffa 008,31349,Valid,CC,Found,2001,20.35833,11.85,1.149
Superior Valley 010,23757,Valid,OC,Found,2001,35.23633,-117.04317,0.026260000000000002
Dhofar 710,7466,Valid,OC,Found,2001,18.46,54.00667,0.182
Dhofar 220,7004,Valid,OC,Found,2001,18.485,54.315,0.132
Dhofar 219,7003,Valid,OC,Found,2001,18.14,54.16167,0.099
Dhofar 218,7002,Valid,OC,Found,2001,18.685,54.40667,0.57
Dhofar 707,7463,Valid,OC,Found,2001,18.425,54.16,0.205
Dhofar 708,7464,Valid,OC,Found,2001,18.345,54.175,0.209
Dhofar 216,7000,Valid,OC,Found,2001,18.59833,54.32167,0.07
Dhofar 215,6999,Valid,OC,Found,2001,18.535,54.32167,0.086
Dhofar 214,6998,Valid,OC,Found,2001,19.04333,54.555,0.011
Dhofar 727,7483,Valid,OC,Found,2001,19.34333,54.73333,0.329
Dhofar 726,7482,Valid,OC,Found,2001,19.34167,54.73333,0.262
Dhofar 725,7481,Valid,OC,Found,2001,19.15,54.57667,0.014
Dhofar 724,7480,Valid,OC,Found,2001,19.14667,54.58667,0.048
Tassédet 003,23883,Valid,OC,Found,2001,18.30033,6.50683,0.0125
Tassédet 002,23882,Valid,OC,Found,2001,18.237,6.51983,0.0094
Tassédet 001,23881,Valid,OC,Found,2001,18.06833,6.66833,0.56
Dhofar 723,7479,Valid,OC,Found,2001,18.68333,54.21833,0.166
Dhofar 722,7478,Valid,OC,Found,2001,18.68667,54.53333,0.23
Dhofar 721,7477,Valid,OC,Found,2001,18.79167,54.15333,13.605
Erg Tiferine,30562,Valid,OC,Found,2001,27.26667,6.76667,0.325
Dhofar 709,7465,Valid,OC,Found,2001,18.385,54.135,0.336
Dhofar 717,7473,Valid,OC,Found,2001,19.32667,54.785,0.006
Dhofar 465,30424,Valid,OC,Found,2001,18.24722,54.00628,0.0707
Dhofar 716,7472,Valid,OC,Found,2001,19.16667,54.58333,0.361
Superior Valley 011,23758,Valid,OC,Found,2001,35.23617,-117.043,0.00252
Hammadah al Hamra 320,11803,Valid,OC,Found,2001,28.97067,12.206,7.823
Dhofar 252,7035,Valid,OC,Found,2001,18.5985,54.03383,0.0643
Dhofar 253,7036,Valid,OC,Found,2001,18.62467,54.09667,0.413
Dhofar 299,7082,Valid,OC,Found,2001,18.54667,54.31,0.41
Dhofar 298,7081,Valid,OC,Found,2001,18.17667,54.26333,0.677
Dhofar 297,7080,Valid,OC,Found,2001,18.47167,54.15333,0.698
Frontier Mountain 01038,10221,Valid,OC,Found,2001,-72.98889,160.40528,0.0031
Dhofar 294,7077,Valid,OC,Found,2001,18.61333,54.5,5.988
Dhofar 293,7076,Valid,OC,Found,2001,19.10667,54.85833,2.366
Frontier Mountain 01037,10220,Valid,OC,Found,2001,-72.98889,160.40528,0.0182
Frontier Mountain 01036,10219,Valid,OC,Found,2001,-72.98889,160.40528,0.0008
Dhofar 290,7073,Valid,PA,Found,2001,19.315,54.84333,0.062
Dhofar 289,7072,Valid,OC,Found,2001,18.33333,54.19333,1.18
Dhofar 300,7083,Valid,AA,Found,2001,18.40333,54.14333,0.624
Dhofar 288,7071,Valid,OC,Found,2001,18.49333,54.13333,0.996
Dhofar 286,7069,Valid,OC,Found,2001,18.12667,54.115,1.453
Dhofar 285,7068,Valid,AA,Found,2001,18.43333,54.17,0.216
Dhofar 284,7067,Valid,OC,Found,2001,18.46333,54.03,1.337
Dhofar 283,7066,Valid,OC,Found,2001,18.44,54.01833,1.788
Dhofar 282,7065,Valid,OC,Found,2001,19.03333,54.62833,0.928
Dhofar 281,7064,Valid,OC,Found,2001,18.575,54.29833,4.936
Dhofar 280,7063,Valid,OC,Found,2001,19.32667,54.78333,0.2512
Dhofar 279,7062,Valid,OC,Found,2001,18.265,54.33833,1.932
Dhofar 278,7061,Valid,OC,Found,2001,18.66833,54.66667,1.666
Dhofar 277,7060,Valid,OC,Found,2001,18.34833,54.33667,1.93
Dhofar 287,7070,Valid,OC,Found,2001,18.40333,54.14667,0.154
Dhofar 301,7084,Valid,OC,Found,2001,18.40167,54.14833,0.009
Dhofar 302,7085,Valid,OC,Found,2001,19.32667,54.785,0.00383
Dhofar 303,7086,Valid,OC,Found,2001,19.33,54.78333,0.00415
Hammadah al Hamra 318,11801,Valid,OC,Found,2001,29.3785,11.54633,0.014
Hammadah al Hamra 317,11800,Valid,EC,Found,2001,29.351,11.593,0.105
Hammadah al Hamra 316,11799,Valid,OC,Found,2001,29.33967,11.62433,0.176
Hammadah al Hamra 315,11798,Valid,OC,Found,2001,29.2705,11.54,0.609
Hammadah al Hamra 314,11797,Valid,OC,Found,2001,28.65467,13.45883,1.47
Frontier Mountain 01042,10225,Valid,OC,Found,2001,-72.98917,160.40722,0.002
Frontier Mountain 01041,10224,Valid,OC,Found,2001,-72.99083,160.4075,0.004900000000000001
Frontier Mountain 01040,10223,Valid,OC,Found,2001,-72.98889,160.40528,0.0136
Dhofar 320,7103,Valid,OC,Found,2001,19.03833,54.61167,0.413
Frontier Mountain 01039,10222,Valid,OC,Found,2001,-72.98944,160.40722,0.022
Dhofar 318,7101,Valid,OC,Found,2001,18.18,54.175,0.522
Dhofar 317,7100,Valid,OC,Found,2001,18.58833,54.01833,2.897
Dhofar 316,7099,Valid,OC,Found,2001,19.155,54.78667,3.215
Dhofar 315,7098,Valid,OC,Found,2001,19.35333,54.825,0.41125
Dhofar 314,7097,Valid,OC,Found,2001,19.31833,54.73,0.501
Dhofar 313,7096,Valid,OC,Found,2001,18.45167,54.03167,0.2
Dhofar 312,7095,Valid,PA,Found,2001,18.98833,54.605,0.354
Dhofar 311,7094,Valid,OC,Found,2001,19.32667,54.78333,0.004
Dhofar 308,7091,Valid,OC,Found,2001,18.40333,54.15,0.002
Dhofar 307,7090,Valid,OC,Found,2001,19.32833,54.78167,0.05
Dhofar 306,7089,Valid,OC,Found,2001,19.32833,54.785,0.01286
Dhofar 305,7088,Valid,OC,Found,2001,19.33,54.78333,0.03411
Dhofar 304,7087,Valid,OC,Found,2001,18.40333,54.15,0.01
Dhofar 276,7059,Valid,OC,Found,2001,18.65,54.135,7.285
Dhofar 275,7058,Valid,AA,Found,2001,19.15167,54.775,0.353
Dhofar 274,7057,Valid,OC,Found,2001,18.06333,54.05,2.475
Dhofar 273,7056,Valid,OC,Found,2001,18.375,54.14833,2.085
Tungsten Mountain 007,24078,Valid,OC,Found,2001,39.68518,-117.62105,0.044
Tungsten Mountain 006,24077,Valid,OC,Found,2001,39.68436,-117.62018,0.0088
Tungsten Mountain 005,24076,Valid,OC,Found,2001,39.6844,-117.62007,0.0047
Tungsten Mountain 004,24075,Valid,OC,Found,2001,39.68444,-117.62022,0.0081
Frontier Mountain 01026,10209,Valid,OC,Found,2001,-72.98889,160.40556,0.0027
Tungsten Mountain 003,24074,Valid,OC,Found,2001,39.68449,-117.62072,0.0078
Tungsten Mountain 002,24073,Valid,OC,Found,2001,39.67357,-117.60432,0.011300000000000001
Frontier Mountain 01025,10208,Valid,OC,Found,2001,-72.98889,160.40611,0.008
Frontier Mountain 01024,10207,Valid,OC,Found,2001,-72.9525,160.51833,0.0148
Frontier Mountain 01023,10206,Valid,OC,Found,2001,-72.9875,160.40056,0.0033
Frontier Mountain 01022,10205,Valid,OC,Found,2001,-72.98667,160.4025,0.0035
Dhofar 256,7039,Valid,OC,Found,2001,18.74583,54.38433,1.4654
Dhofar 255,7038,Valid,OC,Found,2001,18.745,54.38517,0.011300000000000001
Tule Valley,24065,Valid,OC,Found,2001,38.99861,-113.38167,0.01769
Frontier Mountain 01020,10204,Valid,OC,Found,2001,-72.98972,160.40333,0.0023
Frontier Mountain 01019,10203,Valid,OC,Found,2001,-72.99,160.40333,0.0019
Frontier Mountain 01018,10202,Valid,OC,Found,2001,-72.98889,160.40472,0.0012
Frontier Mountain 01017,10201,Valid,OC,Found,2001,-72.98889,160.40528,0.0015
Dhofar 254,7037,Valid,OC,Found,2001,18.70317,54.28667,0.1918
Frontier Mountain 01016,10200,Valid,OC,Found,2001,-72.98917,160.40583,0.0016
Southampton,23682,Valid,P,Found,2001,44.50642,-81.37217,3.58
Frontier Mountain 01015,10199,Valid,OC,Found,2001,-72.98889,160.40583,0.0012
Frontier Mountain 01014,10198,Valid,OC,Found,2001,-72.98889,160.405,0.0036
Frontier Mountain 01027,10210,Valid,OC,Found,2001,-72.99028,160.40389,0.0073
Frontier Mountain 01013,10197,Valid,OC,Found,2001,-72.98722,160.40639,0.0114
Frontier Mountain 01028,10211,Valid,OC,Found,2001,-72.99028,160.40444,0.0039
Frontier Mountain 01029,10212,Valid,OC,Found,2001,-72.99056,160.40278,0.008400000000000001
Dhofar 272,7055,Valid,OC,Found,2001,18.43833,54.11833,2.073
Frontier Mountain 01035,10218,Valid,OC,Found,2001,-72.98889,160.40528,0.0026
Dhofar 270,7053,Valid,OC,Found,2001,18.32833,54.15167,0.05
Frontier Mountain 01034,10217,Valid,OC,Found,2001,-72.98889,160.40528,0.001
Umm as Samim 003,24117,Valid,OC,Found,2001,21.32,56.41667,0.991
Umm as Samim 002,24116,Valid,OC,Found,2001,21.32333,56.42167,1.048
Umm as Samim 001,24115,Valid,OC,Found,2001,21.31833,56.41667,1.847
